Id,SalePrice
1461,121548.57592709131
1462,162495.8329080165
1463,189154.16462718893
1464,201895.2698245824
1465,189048.55382490007
1466,170249.90884138242
1467,171192.5127765347
1468,163602.22497539243
1469,186277.97065929853
1470,124285.69630435365
1471,199186.95022459957
1472,94894.14122295547
1473,92316.49635129719
1474,149804.45927167684
1475,112879.20337864163
1476,366881.3527988435
1477,256387.54357347154
1478,292425.7956827666
1479,280501.19970081176
1480,497435.8943907182
1481,332296.66890358273
1482,210568.28780034767
1483,180949.12080514408
1484,164663.3381879772
1485,185840.13281044463
1486,196151.56975247146
1487,326056.1395900042
1488,236450.1292112991
1489,207676.30620523507
1490,242509.84908628644
1491,195200.8149454492
1492,96375.12324062247
1493,193076.46709533187
1494,287702.82375725487
1495,282495.96751468943
1496,241210.63550652371
1497,183091.79157089075
1498,167503.76273189444
1499,160928.35384609818
1500,159658.8527037216
1501,178204.18027199368
1502,144237.029631034
1503,292228.41709363484
1504,237999.86823074106
1505,228638.86056732305
1506,186864.89384589222
1507,249965.63905840012
1508,202316.04840097218
1509,159206.25004994427
1510,146388.03468987433
1511,153078.92768622417
1512,176686.5552626676
1513,143423.88591000467
1514,157500.56180789942
1515,198309.11888194634
1516,149267.9779207086
1517,167342.01699993783
1518,128692.32818523652
1519,217390.7766607067
1520,132687.95396521816
1521,136972.8118536778
1522,176528.65773281505
1523,111360.76711862837
1524,125001.73697293719
1525,122042.75945208111
1526,111996.95732282051
1527,103165.32340068194
1528,135203.86690519803
1529,153625.7113041603
1530,177840.34057048586
1531,104786.56278288348
1532,98345.62529294367
1533,146602.2567543154
1534,122637.47109195087
1535,151061.61224598673
1536,106814.50131765594
1537,63218.966461552045
1538,152673.48505050642
1539,198434.23683632177
1540,97846.14522987153
1541,140076.7298573295
1542,145288.83698292664
1543,203113.31449312
1544,83116.13566293885
1545,114515.69082215906
1546,135066.86688936356
1547,147853.04214438214
1548,142206.872390114
1549,118386.98907616199
1550,136866.30217272608
1551,106267.60228708695
1552,138016.17536600237
1553,156339.0317560896
1554,114896.43874813378
1555,161926.2715288307
1556,84340.63144972871
1557,101901.84900362266
1558,96637.902713941
1559,73638.2842744914
1560,130673.64840602443
1561,124537.9799351629
1562,129035.88323732385
1563,126210.95365698283
1564,162055.89060423255
1565,145205.52369731662
1566,244065.38036323566
1567,74343.56216326091
1568,229604.25740434712
1569,130073.22073263704
1570,140814.8207171379
1571,122718.52109125743
1572,143531.75914022746
1573,247989.8175875095
1574,123081.78903295883
1575,239466.7128178039
1576,255747.52620831018
1577,187380.9674680517
1578,140941.42952667084
1579,153779.0261438345
1580,193515.84372877597
1581,156706.06672962708
1582,126360.22380192307
1583,315434.14618890826
1584,225150.5592517598
1585,138741.49741887138
1586,72507.49732244296
1587,104690.31716206501
1588,152124.9833175172
1589,95829.14722095475
1590,136294.42324989167
1591,92752.47170651774
1592,110568.53354497867
1593,123314.62707668942
1594,126044.81914271005
1595,109207.52772603268
1596,230472.28034986136
1597,195265.91861518234
1598,210815.14785619464
1599,160904.0958973064
1600,157113.44301745665
1601,70049.09663129371
1602,110406.87736109164
1603,85966.7904541826
1604,263517.41895177355
1605,241154.04147702787
1606,168277.4266517774
1607,176772.41739692393
1608,209331.67278556066
1609,189498.29648945888
1610,155214.28414615657
1611,139068.49177192381
1612,181652.7373905009
1613,173857.4888221849
1614,125645.3831505452
1615,89252.71458762756
1616,74064.89384363842
1617,90012.77751660877
1618,128708.72537339324
1619,139398.7848039539
1620,167204.87955062027
1621,143573.63041080942
1622,138894.0712272779
1623,274467.86242994445
1624,216028.8593459229
1625,117544.38106529819
